date,revenue,net_income,operating_income,operating_cash_flow,capital_expenditure,free_cash_flow,equity,total_assets,total_liabilities,current_assets,current_liabilities,shares_outstanding,eps,book_value_per_share,roe
2025-12-31,317155264000.0,-4349185000.0,-3877177000.0,49299218000.0,-32233713000.0,17065505000.0,292633521000.0,673846973000.0,343927968000.0,177774877000.0,128948463000.0,15280005997.0,-0.2846324144672389,19.15140092598486,-1.4862224208415276
2024-12-31,360535714000.0,1978352000.0,1823946000.0,42286497000.0,-42832388000.0,-545891000.0,301300171000.0,695059337000.0,353573443000.0,192898503000.0,146943284000.0,15287660997.0,0.12940841639464828,19.708716137748354,0.656605004050927
2023-12-31,363326498000.0,1681679000.0,3584157000.0,38689790000.0,-37648605000.0,1041185000.0,305766490000.0,678757331000.0,336505833000.0,197360430000.0,167724439000.0,15307889997.0,0.10985700840086851,19.974437369220926,0.5499879990119257
2022-12-31,449567488000.0,17783775000.0,18269021000.0,24343185000.0,-31957911000.0,-7614726000.0,319902227000.0,683769397000.0,326923953000.0,211198563000.0,166446346000.0,15452970000.0,1.1508321701265194,20.701666216914937,5.559128227012937
