date,revenue,net_income,operating_income,operating_cash_flow,capital_expenditure,free_cash_flow,equity,total_assets,total_liabilities,current_assets,current_liabilities,shares_outstanding,eps,book_value_per_share,roe
2025-12-31,10527227000.0,1779263000.0,2545538000.0,2908847000.0,-168848000.0,2739999000.0,6844831000.0,13431567000.0,6586860000.0,10737757000.0,3997316000.0,77873288.0,22.84818126595605,87.89703344746404,25.994257564576834
2024-12-31,6410405000.0,1057601000.0,1232512000.0,1570089000.0,-411044000.0,1159045000.0,3696075000.0,7031209000.0,3333227000.0,5046558000.0,2180400000.0,76000000.0,13.915802631578947,48.63256578947368,28.61416502641315
2023-12-31,2617385000.0,168042000.0,220817000.0,570061000.0,-22355000.0,547706000.0,2050726000.0,3347817000.0,1297091000.0,2209238000.0,1034271000.0,67271971.0,2.4979497033021376,30.48410756390652,8.194268761404498
2022-12-31,2940188000.0,321665000.0,287029000.0,370285000.0,-65515000.0,304770000.0,1992251000.0,3410227000.0,1417976000.0,2489389000.0,1053419000.0,67271971.0,4.781560510543091,29.614874819113002,16.1458069289462
2021-12-31,,,,,,,,,,,,,,,
