date,revenue,net_income,operating_income,operating_cash_flow,capital_expenditure,free_cash_flow,equity,total_assets,total_liabilities,current_assets,current_liabilities,shares_outstanding,eps,book_value_per_share,roe
2025-12-31,65000989000.0,-295193000.0,-862454000.0,7979980000.0,-4561473000.0,3418507000.0,345866503000.0,538941986000.0,157840109000.0,188580084000.0,90058494000.0,5849016390.0,-0.05046882763137547,59.1324215796906,-0.08534882604690978
2025-09-30,69575979000.0,1779961000.0,-214684000.0,7105320000.0,-3244393000.0,3860927000.0,280098654000.0,482409981000.0,169974479000.0,155094880000.0,116873902000.0,5849016390.0,0.304318005168045,47.888163637031624,0.6354764560917883
2025-06-30,73547567000.0,-6840137000.0,-2519663000.0,12930755000.0,-3471833000.0,9458922000.0,258252584000.0,467911812000.0,179176366000.0,148249843000.0,115068282000.0,5849016390.0,-1.1694508176955203,44.15316469988555,-2.648622869152008
2025-03-31,78909389000.0,-441768000.0,-447024000.0,-2910582000.0,-3040952000.0,-5951534000.0,273290563000.0,501911564000.0,195789162000.0,167187863000.0,128839677000.0,5849016390.0,-0.07552859669794838,46.72419168926282,-0.1616477331491318
2024-12-31,81292081000.0,-1066943000.0,-867276000.0,10953699000.0,-3899733000.0,7053966000.0,272548270000.0,490949627000.0,185463813000.0,155605460000.0,127413647000.0,5849016390.0,-0.18241408962781178,46.59728265866596,-0.3914693716456172
2024-09-30,,,,,,,,,,,,,,,
