Date,Open,High,Low,Close,Volume
2021-05-13,35.8,38.5,34.8,36.6,554505005.0
2021-05-14,37.5,37.75,33.7,34.85,464334831.0
2021-05-17,32.5,34.35,31.4,31.65,389660803.0
2021-05-18,34.0,34.8,33.6,34.8,123544505.0
2021-05-19,36.0,38.25,35.8,37.8,536621415.0
2021-05-20,36.6,37.7,34.6,35.15,429600261.0
2021-05-21,35.85,37.1,34.45,36.2,398343003.0
2021-05-24,35.4,36.5,35.1,35.5,241239189.0
2021-05-25,35.85,36.1,34.2,34.45,252319196.0
2021-05-26,34.55,34.9,33.65,34.85,187570404.0
2021-05-27,35.0,35.6,34.5,34.6,204422182.0
2021-05-28,36.0,37.35,35.7,36.55,396917410.0
2021-05-31,37.7,39.1,36.45,36.95,424576169.0
2021-06-01,37.4,37.7,36.2,37.35,191210116.0
2021-06-02,37.9,39.8,37.3,39.5,510200107.0
2021-06-03,39.75,39.85,38.6,38.8,322183566.0
2021-06-04,38.5,39.4,38.0,38.05,172869870.0
2021-06-07,38.4,38.55,36.2,37.3,186879281.0
2021-06-08,37.2,38.0,37.1,37.2,95059305.0
2021-06-09,37.05,37.35,35.3,36.1,228299365.0
2021-06-10,36.1,36.55,35.05,36.15,178092426.0
2021-06-11,36.4,37.1,35.8,36.15,152766032.0
2021-06-15,36.15,36.3,35.35,35.85,171242414.0
2021-06-16,35.7,36.65,35.45,35.5,143531767.0
2021-06-17,35.05,36.3,35.05,35.45,127653186.0
2021-06-18,35.8,35.95,35.0,35.0,157041761.0
2021-06-21,35.0,35.2,34.0,34.3,147587971.0
2021-06-22,34.95,37.0,34.8,36.15,312181508.0
2021-06-23,36.55,36.85,35.1,35.4,178862303.0
2021-06-24,35.8,36.4,35.65,35.8,102941515.0
2021-06-25,36.8,36.85,35.7,35.75,102827719.0
2021-06-28,36.1,37.75,36.0,37.45,297852055.0
2021-06-29,37.65,38.8,37.1,37.75,415486720.0
2021-06-30,38.5,40.7,38.4,39.6,643189465.0
