Date,Open,High,Low,Close,Volume
2021-05-13,236.5,242.5,232.0,238.0,825889
2021-05-14,242.0,245.0,237.0,237.0,1214418
2021-05-17,213.5,218.5,213.5,213.5,3643306
2021-05-18,218.0,218.0,206.0,214.5,4294942
2021-05-19,210.0,213.5,207.0,209.0,2422447
2021-05-20,212.5,218.5,210.0,215.5,2770838
2021-05-21,220.0,221.0,213.0,218.0,2132395
2021-05-24,216.0,239.5,215.0,235.0,3783345
2021-05-25,233.0,240.5,230.5,232.0,3618469
2021-05-26,233.0,238.0,232.0,233.0,1800072
2021-05-27,232.0,237.0,232.0,234.5,1407510
2021-05-28,238.0,242.0,236.5,241.0,1600779
2021-05-31,240.0,245.0,238.5,243.5,1016549
2021-06-01,240.5,246.5,240.5,246.0,702742
2021-06-02,244.5,247.0,237.0,240.0,973301
2021-06-03,240.5,242.0,238.0,238.0,862433
2021-06-04,238.5,243.0,236.0,236.5,918094
2021-06-07,236.5,239.0,233.0,237.0,752205
2021-06-08,236.0,238.5,231.5,231.5,1126649
2021-06-09,231.5,237.5,230.5,235.0,945382
2021-06-10,235.0,241.5,234.0,240.0,1163412
2021-06-11,240.0,241.5,237.0,237.0,733613
2021-06-15,237.5,239.5,236.0,238.5,380079
2021-06-16,238.5,240.5,237.5,239.0,509924
2021-06-17,238.5,245.5,238.5,242.5,937043
2021-06-18,242.0,248.0,241.5,245.5,1064923
2021-06-21,242.5,245.5,240.5,245.0,992674
2021-06-22,247.0,261.0,247.0,254.0,3295808
2021-06-23,258.0,276.5,258.0,273.5,5126889
2021-06-24,275.5,278.5,264.0,266.0,4009176
2021-06-25,267.0,272.0,264.0,264.0,1718732
2021-06-28,265.0,267.0,262.5,265.0,926265
2021-06-29,266.0,268.0,262.0,262.5,1146056
2021-06-30,262.5,265.0,258.0,259.0,1647904
2021-07-01,261.0,261.0,252.0,252.5,997966
2021-07-02,252.5,258.0,248.0,257.0,2199539
2021-07-05,259.5,261.0,253.0,259.0,1483475
2021-07-06,266.0,267.5,261.5,265.0,2395566
2021-07-07,263.0,272.5,263.0,272.0,3408843
2021-07-08,264.5,265.5,258.0,258.0,2447190
2021-07-09,258.0,259.5,255.5,256.0,984713
2021-07-12,258.0,260.0,257.0,259.0,873170
2021-07-13,262.0,263.0,255.0,255.0,1223319
2021-07-14,255.5,258.5,250.5,252.5,1192966
2021-07-15,253.5,255.5,251.5,251.5,752798
2021-07-16,252.5,253.0,250.0,252.0,714331
2021-07-19,251.5,251.5,248.0,249.0,803976
2021-07-20,247.0,247.0,239.0,239.0,1554808
2021-07-21,240.0,245.5,240.0,242.0,939813
2021-07-22,242.5,246.5,242.5,245.0,774968
2021-07-23,246.0,251.0,245.0,247.5,1034495
2021-07-26,252.0,258.0,251.0,254.0,1224316
2021-07-27,262.0,262.0,248.0,248.0,1458699
2021-07-28,248.0,253.0,242.0,250.0,842370
2021-07-29,255.0,255.0,247.5,251.0,671407
2021-07-30,254.5,259.5,253.5,257.0,1641966
2021-08-02,259.5,259.5,253.5,256.0,792903
2021-08-03,258.0,262.5,251.0,251.0,1465791
2021-08-04,253.5,254.5,250.0,250.0,577873
2021-08-05,251.0,254.0,250.0,251.5,480832
2021-08-06,251.5,251.5,247.5,247.5,401737
2021-08-09,247.0,250.0,247.0,247.5,349966
2021-08-10,248.0,249.0,240.5,241.0,470487
2021-08-11,241.0,243.0,237.5,238.5,549243
2021-08-12,239.0,243.0,238.5,238.5,384219
2021-08-13,239.5,240.0,233.0,233.0,425819
2021-08-16,231.0,234.5,225.0,230.5,683791
2021-08-17,231.0,231.5,216.5,218.0,1160275
2021-08-18,211.0,221.0,208.0,220.0,3341464
2021-08-19,218.0,220.5,210.0,216.5,1753157
2021-08-20,218.0,220.0,210.0,214.0,1575515
2021-08-23,216.5,222.0,213.0,217.0,1196880
2021-08-24,220.0,231.5,219.5,230.5,1474098
2021-08-25,227.0,235.5,227.0,234.0,866725
2021-08-26,233.0,233.0,221.0,221.5,1854353
2021-08-27,223.0,223.5,215.5,217.5,1025673
2021-08-30,222.0,222.5,216.0,221.0,787544
2021-08-31,223.0,228.5,221.0,227.5,1087329
2021-09-01,236.0,240.0,234.5,235.5,2005285
2021-09-02,237.0,237.0,231.0,235.5,1113048
2021-09-03,238.0,242.0,235.0,236.5,979868
2021-09-06,236.5,237.0,231.0,231.0,802215
2021-09-07,233.0,238.0,229.5,234.0,1038345
2021-09-08,235.0,243.0,235.0,239.5,2442589
2021-09-09,238.0,239.5,235.0,238.0,431785
2021-09-10,236.5,238.0,232.5,237.0,1158857
2021-09-13,236.0,239.5,235.5,238.0,368302
2021-09-14,238.5,243.0,238.0,238.0,1163759
2021-09-15,239.5,240.0,232.0,238.0,502634
2021-09-16,239.5,241.5,239.0,240.0,373193
2021-09-17,241.5,250.0,240.0,248.5,1710512
2021-09-22,243.5,248.5,241.0,247.5,824653
2021-09-23,250.5,251.0,248.0,248.0,585822
2021-09-24,253.0,253.0,248.5,250.0,673888
2021-09-27,248.0,249.5,243.0,243.0,710194
2021-09-28,240.5,241.0,229.0,229.5,1424979
2021-09-29,225.0,228.0,221.0,222.0,1566526
2021-09-30,224.5,227.0,222.5,223.5,829355
2021-10-01,0.0,0.0,0.0,0.0,0
2021-10-04,245.5,245.5,245.5,245.5,1227047
2021-10-05,245.0,248.0,229.0,244.5,4144933
2021-10-06,248.0,252.0,243.5,247.5,1943222
2021-10-07,250.0,254.5,246.0,254.5,1926259
2021-10-08,256.0,258.0,252.5,255.5,1099460
2021-10-12,250.0,253.0,247.0,248.5,1013044
2021-10-13,251.5,254.0,246.0,253.0,1081184
2021-10-14,256.0,256.0,246.5,246.5,1422140
2021-10-15,250.0,267.0,250.0,264.0,4923014
2021-10-18,260.5,262.5,256.5,258.5,1748060
2021-10-19,258.5,266.0,257.5,259.5,1795413
2021-10-20,263.0,269.0,259.5,265.5,2373823
2021-10-21,264.5,264.5,258.0,258.0,1829741
2021-10-22,256.0,262.0,254.0,260.0,1309552
2021-10-25,260.0,268.5,259.5,265.0,2250708
2021-10-26,272.0,276.5,265.0,269.0,4024771
2021-10-27,266.0,268.5,260.5,263.5,2002674
2021-10-28,263.5,265.5,258.5,259.5,1392455
2021-10-29,263.0,264.5,256.5,256.5,1113633
2021-11-01,258.0,268.5,258.0,267.0,2231010
2021-11-02,269.5,269.5,261.0,262.0,1867323
2021-11-03,262.0,267.5,261.5,266.0,1350575
2021-11-04,267.0,274.0,266.0,266.0,2295233
2021-11-05,268.0,272.5,265.0,271.0,1200881
2021-11-08,270.0,275.0,266.5,266.5,1109168
2021-11-09,266.0,268.0,262.0,262.0,1345622
2021-11-10,260.5,262.5,256.0,260.0,1747232
2021-11-11,257.0,261.0,257.0,257.5,426179
2021-11-12,261.5,262.0,257.5,257.5,442058
2021-11-15,262.0,262.0,259.0,259.5,533154
2021-11-16,263.5,273.0,260.0,260.0,3834083
2021-11-17,263.0,268.5,262.0,262.0,1634165
2021-11-18,265.5,265.5,257.0,257.0,1508775
2021-11-19,253.0,258.5,253.0,253.5,1801677
2021-11-22,255.0,265.0,252.5,258.5,2448491
2021-11-23,257.0,259.0,256.5,258.5,1073420
2021-11-24,256.5,264.0,256.0,262.5,923831
2021-11-25,266.0,266.0,257.5,257.5,715300
2021-11-26,257.5,258.5,253.0,256.0,897751
2021-11-29,249.5,255.5,247.0,253.0,780937
2021-11-30,256.0,258.5,253.5,258.5,491253
2021-12-01,255.5,256.0,251.0,255.0,743549
2021-12-02,253.5,256.0,250.0,250.0,756876
2021-12-03,253.0,253.0,250.5,250.5,323194
2021-12-06,250.5,254.0,248.5,248.5,492183
2021-12-07,255.0,255.0,253.0,253.5,724374
2021-12-08,254.0,255.5,252.5,253.5,722741
2021-12-09,255.0,256.5,253.5,255.5,485013
2021-12-10,255.0,255.0,251.0,253.0,451045
2021-12-13,250.5,255.0,247.5,247.5,852529
2021-12-14,247.5,247.5,244.0,245.0,557645
2021-12-15,245.0,246.5,241.5,241.5,832153
2021-12-16,243.0,246.0,242.0,243.0,663298
2021-12-17,241.0,243.0,240.0,242.0,607396
2021-12-20,241.0,246.5,240.0,245.5,564446
2021-12-21,246.5,249.0,244.0,248.0,487303
2021-12-22,249.5,252.0,247.0,251.0,552310
