Date,Open,High,Low,Close,Volume
2021-05-13,610.0,638.0,591.0,592.0,6813084
2021-05-14,610.0,626.0,570.0,573.0,4829861
2021-05-17,525.0,570.0,516.0,518.0,5518922
2021-05-18,537.0,569.0,526.0,569.0,4674470
2021-05-19,586.0,598.0,555.0,575.0,6767959
2021-05-20,563.0,588.0,563.0,588.0,3544984
2021-05-21,607.0,625.0,592.0,603.0,5462008
2021-05-24,591.0,636.0,585.0,634.0,4540604
2021-05-25,639.0,696.0,638.0,690.0,6882084
2021-05-26,712.0,715.0,680.0,696.0,5144957
2021-05-27,685.0,699.0,680.0,698.0,3079961
2021-05-28,710.0,715.0,695.0,695.0,2263489
2021-05-31,705.0,747.0,696.0,716.0,4645554
2021-06-01,729.0,739.0,712.0,713.0,2611684
2021-06-02,718.0,725.0,684.0,693.0,2218748
2021-06-03,706.0,720.0,688.0,720.0,2466086
2021-06-04,710.0,710.0,688.0,691.0,2391600
2021-06-07,699.0,699.0,669.0,695.0,2252633
2021-06-08,691.0,699.0,667.0,670.0,2574937
2021-06-09,661.0,683.0,648.0,650.0,3391111
2021-06-10,660.0,680.0,654.0,663.0,3232413
2021-06-11,672.0,682.0,655.0,658.0,3932137
2021-06-15,668.0,698.0,661.0,694.0,4165346
2021-06-16,687.0,690.0,668.0,668.0,2421151
2021-06-17,662.0,678.0,659.0,675.0,1453223
2021-06-18,682.0,697.0,671.0,671.0,2503218
2021-06-21,663.0,674.0,651.0,651.0,1622593
2021-06-22,663.0,668.0,615.0,621.0,2150086
2021-06-23,631.0,653.0,625.0,639.0,2837413
2021-06-24,649.0,650.0,625.0,632.0,1462607
2021-06-25,640.0,644.0,618.0,620.0,1502886
2021-06-28,622.0,639.0,595.0,639.0,2680882
2021-06-29,652.0,653.0,622.0,624.0,2158360
2021-06-30,630.0,639.0,624.0,634.0,1158893
2021-07-01,634.0,645.0,616.0,616.0,1274515
2021-07-02,618.0,636.0,606.0,632.0,1699141
2021-07-05,637.0,668.0,634.0,660.0,2856337
2021-07-06,671.0,672.0,637.0,640.0,2140863
2021-07-07,643.0,652.0,625.0,631.0,1416504
2021-07-08,638.0,647.0,628.0,630.0,1283524
2021-07-09,618.0,629.0,608.0,611.0,1689967
2021-07-12,627.0,672.0,611.0,672.0,4064191
2021-07-13,726.0,739.0,710.0,739.0,9232751
2021-07-14,748.0,748.0,698.0,740.0,5920359
2021-07-15,733.0,792.0,729.0,768.0,7873940
2021-07-16,755.0,790.0,747.0,754.0,5460575
2021-07-19,762.0,788.0,755.0,773.0,6058353
2021-07-20,761.0,769.0,702.0,708.0,6078354
2021-07-21,736.0,745.0,715.0,716.0,4474331
2021-07-22,733.0,742.0,720.0,723.0,3337400
2021-07-23,726.0,731.0,705.0,713.0,2776913
2021-07-26,720.0,736.0,713.0,715.0,2098134
2021-07-27,723.0,762.0,709.0,709.0,5953813
2021-07-28,704.0,708.0,639.0,650.0,4811681
2021-07-29,669.0,715.0,656.0,715.0,3427094
2021-07-30,716.0,755.0,715.0,730.0,6625029
2021-08-02,749.0,799.0,744.0,778.0,7336945
2021-08-03,778.0,795.0,770.0,794.0,4560271
2021-08-04,780.0,786.0,733.0,743.0,6408404
2021-08-05,747.0,756.0,727.0,756.0,3199344
2021-08-06,765.0,765.0,739.0,740.0,2733433
2021-08-09,754.0,764.0,715.0,719.0,3924265
2021-08-10,729.0,734.0,698.0,700.0,3144756
2021-08-11,705.0,706.0,651.0,653.0,3503499
2021-08-12,663.0,682.0,661.0,664.0,1820368
2021-08-13,666.0,674.0,634.0,634.0,1968219
2021-08-16,622.0,635.0,595.0,608.0,2377629
2021-08-17,620.0,625.0,585.0,585.0,1777136
2021-08-18,581.0,636.0,571.0,632.0,4559305
2021-08-19,612.0,625.0,581.0,581.0,3475296
2021-08-20,591.0,608.0,580.0,586.0,3768070
2021-08-23,602.0,628.0,600.0,617.0,3217555
2021-08-24,635.0,637.0,586.0,606.0,5292875
2021-08-25,607.0,628.0,594.0,624.0,4299775
2021-08-26,634.0,641.0,620.0,620.0,4437608
2021-08-27,611.0,622.0,608.0,610.0,1740542
2021-08-30,613.0,621.0,604.0,604.0,1312038
2021-08-31,610.0,620.0,604.0,612.0,1712379
2021-09-01,609.0,641.0,609.0,632.0,2856382
2021-09-02,632.0,640.0,615.0,615.0,2376677
2021-09-03,625.0,676.0,623.0,676.0,4066302
2021-09-06,671.0,693.0,652.0,687.0,6898931
2021-09-07,679.0,693.0,661.0,663.0,3943705
2021-09-08,658.0,692.0,657.0,671.0,5004251
2021-09-09,670.0,680.0,663.0,680.0,2410706
2021-09-10,690.0,705.0,684.0,686.0,3899868
2021-09-13,687.0,690.0,671.0,672.0,1544867
2021-09-14,679.0,697.0,673.0,679.0,2647133
2021-09-15,683.0,693.0,672.0,692.0,2816706
2021-09-16,700.0,734.0,686.0,718.0,5316537
2021-09-17,711.0,758.0,706.0,758.0,8176990
2021-09-22,741.0,757.0,734.0,737.0,4281377
2021-09-23,753.0,778.0,748.0,761.0,4184538
