Date,Open,High,Low,Close,Volume
2021-05-13,264.0,273.0,255.5,269.5,3315127
2021-05-14,265.0,284.0,265.0,271.5,3471010
2021-05-17,265.0,273.0,260.5,273.0,2603588
2021-05-18,281.0,295.0,276.5,295.0,3653533
2021-05-19,296.0,303.0,293.5,295.5,2462327
2021-05-20,288.5,300.5,288.0,295.5,1721386
2021-05-21,298.0,303.5,291.0,295.0,1553510
2021-05-24,297.0,307.5,295.0,307.5,2048157
2021-05-25,303.0,309.0,302.5,303.0,1668140
2021-05-26,305.0,306.5,296.5,300.0,1212879
2021-05-27,299.0,304.0,295.0,295.0,3713764
2021-05-28,294.5,296.0,289.0,293.0,1818792
2021-05-31,294.5,307.5,294.0,307.5,2151139
2021-06-01,305.0,310.5,305.0,306.5,854599
2021-06-02,312.0,312.0,296.5,297.0,1109340
2021-06-03,295.0,297.0,290.5,293.0,1792335
2021-06-04,288.0,292.0,288.0,291.0,1083298
2021-06-07,285.5,294.5,281.0,293.5,2715770
2021-06-08,293.5,294.5,283.5,286.5,1792926
2021-06-09,281.5,288.5,281.5,288.0,1484429
2021-06-10,288.0,295.5,287.0,292.5,1816462
2021-06-11,291.0,298.0,289.5,295.0,2002211
2021-06-15,295.0,300.5,293.0,298.0,1796883
2021-06-16,295.5,302.0,293.5,295.0,1507061
2021-06-17,288.0,296.0,288.0,293.0,1186291
2021-06-18,293.5,297.0,290.0,295.0,3636973
2021-06-21,295.0,299.5,290.0,298.0,1796438
2021-06-22,298.5,300.5,293.0,300.0,1653581
2021-06-23,302.0,316.0,300.5,315.5,3672168
2021-06-24,315.0,318.0,312.5,314.0,1742773
2021-06-25,318.5,342.0,318.0,331.0,5061590
2021-06-28,331.5,337.0,327.0,331.0,2777255
2021-06-29,335.0,337.5,325.0,330.0,2553396
2021-06-30,330.0,333.0,327.0,330.5,2103629
2021-07-01,329.5,330.5,313.0,320.0,1816355
2021-07-02,325.0,335.0,324.0,326.0,2751049
2021-07-05,330.0,330.5,320.0,328.0,1538742
2021-07-06,331.0,340.5,329.0,334.5,1831062
2021-07-07,329.0,336.0,322.5,332.5,2529535
2021-07-08,329.0,336.0,325.5,334.5,2033604
2021-07-09,327.0,334.0,326.5,331.0,1395993
2021-07-12,335.5,347.0,329.0,342.0,1562145
2021-07-13,345.0,354.0,342.0,349.5,3106698
2021-07-14,349.0,349.0,326.5,335.0,4447378
2021-07-15,334.5,347.0,332.0,347.0,1932342
2021-07-16,342.0,350.5,339.0,350.0,1966595
2021-07-19,342.0,346.0,337.5,340.0,1559273
2021-07-20,338.0,352.0,337.5,343.0,934945
2021-07-21,343.5,350.0,338.0,341.5,1064314
2021-07-22,347.0,350.5,339.0,341.0,1306863
2021-07-23,340.0,346.0,332.0,337.5,1658926
2021-07-26,338.0,343.5,337.5,341.5,692354
2021-07-27,345.0,345.0,330.0,335.5,1158161
