Date,Open,High,Low,Close,Volume
2021-05-13,31.85,35.0,31.85,31.85,117177884
2021-05-14,32.7,33.45,28.7,28.7,91516872
2021-05-17,25.85,28.1,25.85,25.85,75943925
2021-05-18,27.0,28.4,26.25,28.4,80245954
2021-05-19,28.4,30.65,28.2,29.5,106205294
2021-05-20,28.5,29.35,26.9,27.8,76937183
2021-05-21,28.9,30.0,27.8,29.65,75984187
2021-05-24,29.0,31.2,28.95,29.55,71641232
2021-05-25,30.0,31.0,29.5,30.45,61725737
2021-05-26,30.45,30.8,29.65,30.4,33613276
2021-05-27,30.4,31.2,29.5,29.5,44970384
2021-05-28,30.35,32.45,30.0,32.45,86648997
2021-05-31,34.0,35.25,32.75,32.9,127211508
2021-06-01,33.0,34.8,32.75,33.75,53585901
2021-06-02,34.5,36.35,33.8,35.3,108548770
2021-06-03,36.4,37.95,36.0,36.4,110489029
2021-06-04,36.5,37.75,35.6,36.75,105537388
2021-06-07,37.2,38.0,33.35,35.5,98386701
2021-06-08,35.95,36.45,35.0,35.3,32789092
2021-06-09,35.65,35.85,33.8,34.45,36752473
2021-06-10,34.85,35.15,32.5,34.25,66091183
2021-06-11,34.8,34.9,33.5,33.5,38175325
2021-06-15,34.0,34.35,33.0,34.2,30134614
2021-06-16,34.15,34.45,33.05,33.15,29231744
2021-06-17,32.9,33.8,32.5,33.35,28793044
2021-06-18,33.55,33.8,32.5,32.5,41285580
2021-06-21,31.5,31.9,30.2,30.8,54057967
2021-06-22,31.85,33.5,31.65,32.2,56203882
2021-06-23,33.05,33.4,31.7,33.05,47014583
2021-06-24,33.3,34.5,32.7,33.1,59709532
2021-06-25,33.7,34.6,33.3,34.55,55633204
2021-06-28,35.65,35.65,33.65,35.2,66947880
2021-06-29,34.8,35.15,33.8,34.0,40837945
2021-06-30,34.5,37.4,34.45,37.4,87106296
2021-07-01,38.5,40.6,37.6,37.7,236683194
2021-07-02,38.5,40.0,36.3,37.35,116536785
2021-07-05,38.05,38.3,36.0,36.6,62850600
2021-07-06,37.25,40.25,37.2,40.25,142765830
2021-07-07,40.25,41.4,39.0,40.3,177212939
