Date,Open,High,Low,Close,Volume
2015-01-05,24.1,24.4,23.95,24.35,4016875
2015-01-06,24.1,24.1,23.7,23.7,3780414
2015-01-07,23.7,24.05,23.6,23.6,3411577
2015-01-08,23.9,24.25,23.75,23.9,3516393
2015-01-09,24.15,24.15,23.75,24.0,3226366
2015-01-12,24.0,24.0,23.15,23.25,6365121
2015-01-13,23.1,23.85,22.9,23.5,15201933
2015-01-14,23.7,23.85,23.5,23.5,12639047
2015-01-15,23.5,23.55,23.15,23.25,8000534
2015-01-16,23.1,23.2,22.65,22.7,9459918
2015-01-19,22.8,23.0,22.1,22.3,7102551
2015-01-20,22.4,22.85,22.4,22.65,4172374
2015-01-21,22.85,23.0,22.75,22.85,3396702
2015-01-22,22.85,23.45,22.85,23.45,14463511
2015-01-23,24.45,24.55,23.8,23.8,34127332
2015-01-26,23.8,23.8,23.5,23.75,7162900
2015-01-27,24.0,24.05,23.65,23.8,7885539
2015-01-28,23.65,23.85,23.55,23.8,4533589
2015-01-29,23.6,23.75,23.45,23.5,6016892
2015-01-30,21.9,22.25,21.9,21.9,38898909
2015-02-02,21.9,22.0,21.6,21.6,13125517
2015-02-03,21.6,21.9,21.55,21.7,8812161
2015-02-04,21.75,22.1,21.6,21.95,9486423
2015-02-05,21.7,21.8,21.6,21.7,6047532
2015-02-06,21.65,21.8,21.6,21.65,5356642
2015-02-09,21.65,21.7,21.25,21.3,6554461
2015-02-10,21.3,21.45,21.1,21.15,5339784
2015-02-11,21.2,21.4,21.05,21.25,6316158
2015-02-12,21.2,21.3,20.85,21.0,7464867
2015-02-13,21.0,21.3,20.95,21.2,6614619
2015-02-24,21.5,21.9,21.15,21.35,13204821
2015-02-25,21.4,21.5,21.1,21.2,10029723
2015-02-26,21.2,21.35,21.1,21.15,6304494
2015-03-02,21.3,21.35,20.9,20.95,8463176
2015-03-03,21.0,21.05,20.7,20.8,10296442
2015-03-04,20.8,21.1,20.8,21.0,8896528
2015-03-05,21.0,21.45,20.9,21.35,6105033
2015-03-06,21.35,21.4,21.2,21.25,5482974
2015-03-09,21.1,21.35,21.1,21.2,3611955
2015-03-10,21.4,21.8,21.3,21.6,13660524
2015-03-11,21.5,21.6,21.4,21.4,5290015
2015-03-12,21.4,21.5,21.35,21.5,4055024
2015-03-13,21.55,21.65,21.4,21.4,4836488
2015-03-16,21.4,21.55,21.3,21.3,2488961
2015-03-17,21.5,21.55,21.2,21.2,3167486
2015-03-18,21.2,21.35,21.1,21.1,4419176
2015-03-19,21.2,21.45,21.15,21.25,4623674
2015-03-20,21.35,21.7,21.3,21.6,6712744
2015-03-23,21.65,21.9,21.6,21.6,4326355
2015-03-24,21.7,21.7,21.35,21.5,3230051
2015-03-25,21.45,21.5,21.2,21.25,2893076
2015-03-26,21.0,21.35,21.0,21.35,4554781
2015-03-27,21.3,21.4,20.95,20.95,9591177
2015-03-30,21.1,21.1,20.55,20.6,6091532
2015-03-31,20.65,20.75,20.2,20.3,8345457
2015-04-01,20.05,20.4,20.05,20.2,4608305
2015-04-02,20.45,20.8,20.2,20.7,6484573
2015-04-07,20.7,21.0,20.7,20.75,3937048
2015-04-08,21.0,21.0,20.5,20.65,3426427
2015-04-09,20.5,20.8,20.3,20.4,4411589
2015-04-10,20.4,20.55,20.2,20.4,4409554
2015-04-13,20.4,20.45,20.15,20.2,3386377
2015-04-14,20.1,20.35,20.1,20.35,3994490
2015-04-15,20.3,20.3,20.05,20.05,6809868
2015-04-16,20.05,20.2,19.45,19.6,21019276
2015-04-17,19.85,20.0,19.6,19.7,18400094
2015-04-20,19.7,19.95,19.6,19.95,6047512
2015-04-21,19.9,19.9,19.5,19.55,7717435
2015-04-22,19.55,19.65,19.0,19.3,7332891
2015-04-23,19.3,19.65,19.2,19.45,6578357
2015-04-24,19.4,19.6,19.3,19.35,8063185
2015-04-27,19.35,19.65,19.3,19.3,11102629
2015-04-28,19.55,19.7,19.05,19.15,16584443
2015-04-29,19.15,19.3,18.75,18.85,10828129
2015-04-30,18.5,18.5,18.05,18.3,14804666
2015-05-04,18.2,18.3,17.6,17.65,14523537
2015-05-05,17.6,18.0,17.6,17.95,6938619
2015-05-06,17.65,17.9,17.55,17.9,6145543
